-2.519550228074346254e+00 -3.146401382862994200e+00 -1.822603348080452434e+00
-2.979902168908233051e+01 2.894068295753496756e+01 -1.069681565211985941e+01
-5.010575192178388981e+00 -5.054326021292720128e+00 2.604026629445845398e+00
-3.375744702975065348e+00 -1.343623127858596833e+00 2.299062468088767464e+00
9.441796186159490123e-01 -4.835626482117739044e+00 1.245324007590429272e+00
4.185087580529337714e+01 6.112740757720282581e+00 1.481029139841733766e+01
-4.152306596640139347e+00 -3.972348784370898223e+00 6.975429065331686829e+00
2.163082082941010498e+01 1.142023304055452115e+01 7.953733766974376174e+00
-8.756625144203363575e+00 3.043684008030337895e-01 -7.000808031272096166e+00
-1.367904195657728694e+00 -1.891678692032910902e+01 -3.680588294173624764e+00
-3.937523241219067049e+00 -2.284962766389707411e+00 3.103834595582249722e+00
1.494823319080437862e+00 -4.216693254439801919e+00 -3.204743341329601147e+00
-3.834817709503281158e+00 -1.380630111953071726e+01 3.211350457398594926e+01
-1.960536465022869379e+01 -2.753230927119155069e+01 -5.678181719572148012e+01
-3.419822805969590984e+00 -4.810916222923915520e+00 1.478965375954053862e-01
-1.221217872751692290e+01 -3.626481203094112260e+00 6.615224505585841186e+00
3.845757127064088010e+00 4.555973064683191964e-01 -1.312558726329199690e-02
-5.646433924121386561e+00 -8.734585141588944168e+00 -8.452935974581414769e+00
-1.654817038629482262e+00 -2.680712586653331897e+00 2.898481097174916421e+00
-6.773289146617025303e+00 -7.340411587877090582e+00 2.307663300632408543e+00
-3.795611083629909732e+00 -1.692057719491420892e-02 5.842351176335576213e+00
-5.515840651485208745e+00 -8.632692232873742100e+00 1.753107560830495515e-01
2.335976421977008144e+01 -6.693823419537577202e+00 -3.229843640959495588e+01
-4.556412836401298350e+00 -4.254723154860445611e+00 2.961256889924174018e+00
-4.208726845339492151e+00 -5.273167541566830430e+00 5.751111367092481608e+00
-5.001744331798966492e+00 -8.430288528201024256e-01 4.164931819949811320e+00
-1.579059329547419788e+00 7.487295293277748121e-01 2.177088000014569591e+00
-7.318800504674729090e+00 -1.164218956711198416e+01 6.546251002792483398e+00
-3.526136450164448544e+00 -5.948656659157198767e-01 1.537378222293508179e+00
-3.204484761364595613e+01 8.203220928791960631e+00 3.711709912061270700e+01
5.088121750522875431e+01 -9.227435671227807745e+01 1.877770683506865623e+01
-1.595923025091850889e+01 -5.325781747931641164e+00 4.219851208665239106e+00
-9.806078601587289612e+00 -1.366112450972617332e+01 4.861216856494075422e+00
-9.985939987168801935e+00 -4.728224342693549964e+00 -5.454897487328412842e-01
-2.054235667730702630e+01 -9.045845928971180783e+00 1.284135220752702722e+01
-3.285679219349779689e+00 -2.092324817945095727e+00 1.754344687406544034e+00
1.179455338385946517e+00 -9.360039609487801116e+00 2.087797030400455167e+00
-1.074981931128246515e+01 1.349084995526266084e+01 3.904346430465042062e+01
-3.996519301012700698e+00 -2.400949714684652125e+00 1.130096772566020036e+00
-5.765001091720786341e+00 -4.672272436299848231e+00 3.165686850878219882e+00
1.232741356115661446e+01 -1.456437870183467176e+01 6.076002173068194345e+00
-2.920722951669953993e+00 -3.949326377603464167e+00 1.707106594244829800e+00
-4.405838623854830827e-01 -1.423734785150920779e+00 -2.117781673841731216e+00
4.929899135558237333e+00 -1.687724827313738274e+01 -1.443429055712143416e+00
1.454101798117783062e+00 1.320300325306179579e+00 -4.539136129269325970e+00
3.273734133618982156e+01 -2.676217159583864458e+01 1.008484691053612714e+01
-4.826684865674097935e+00 -3.068340226077636679e+00 -2.699633412520330983e-02
9.614622301241540825e+00 7.235551938967901719e+00 3.925417577347663833e+00
-1.743808211373341521e+01 1.471195942865498596e+00 9.730849081981698401e-01
-6.785144296142517462e+00 -9.062830302096081425e+00 -3.023126166295370609e+01
5.224283591290227946e+01 -2.648414568892857446e+01 2.847656699448587005e+02
-4.545046366883874533e+00 -1.682924119585976097e+00 3.014377079559556361e+00
-4.076405428935747643e+00 -1.302489891380425391e+01 -6.899350354074221592e+00
